serv_id,wh_id,seqnum,mixed_prt_flg,spec_serv_cod,serv_enaflg,lodlvl,moddte,mod_usr_id,audit_thresh_cost,crncy_code,accum_flg
USR-CRE-STO-WRK,990,0,0,,1,,20220729075417,NOUSER,0,,0
