polcod,polvar,polval,srtseq,rtstr1,rtstr2,rtnum1,rtnum2,rtflt1,rtflt2,moddte,mod_usr_id,grp_nam,wh_id_tmpl
USR-UNILEVER,RECEIVING,ONE-USER-TO-TRAILER,0,<<rtnum1 indicates whether the policy is ON or OFF>>,,0,0,0,0,sysdate,,UNI-983,----
