polcod,polvar,polval,wh_id_tmpl,srtseq,rtstr1,rtstr2,rtnum1,rtnum2,rtflt1,rtflt2,moddte,mod_usr_id,grp_nam
USR-UNILEVER,PRTMST-UPDATE,RCVSTS,----,1,THLD,,1,0,0,0,SYSDATE,,
USR-UNILEVER,PRTMST-UPDATE,RCVSTS,----,2,RELS,,0,0,0,0,SYSDATE,,
USR-UNILEVER,PRTMST-UPDATE,RCVSTS,----,3,PRLS,,2,0,0,0,SYSDATE,,
