polcod,polvar,polval,wh_id_tmpl,srtseq,rtstr1,rtstr2,rtnum1,rtnum2,rtflt1,rtflt2,moddte,mod_usr_id,grp_nam
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,204,30001637,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,205,30005003,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,206,30555572,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,207,30007765,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,208,30043464,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,209,30624408,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,210,30489564,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,211,30699713,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,212,30684043,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,213,30568597,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,214,30004196,,1,0,0,0,sysdate,AMTEAM,
USR-UNILEVER,ASSET-VALIDATION,CUSTOMER-ID,----,215,30005401,,1,0,0,0,sysdate,AMTEAM,
