mls_id,locale_id,prod_id,appl_id,frm_id,vartn,srt_seq,cust_lvl,mls_text,grp_nam
err90002,US_ENGLISH,LES,LES,LES,LES,0,10,Cannot Change Customer Type For This Customer,usr_data
